enrollee_id,city_development_index,education_level,experience,company_size,last_new_job,training_hours,no_company_info,gender_Male,gender_Other,gender_Unknown,relevent_experience_No relevent experience,enrolled_university_Part time course,enrolled_university_no_enrollment,enrolled_university_unknown,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown,probability,risk,expected_value,recommended_action,top_reasons
31943,0.884,3,21,4,2,32,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.33598298,Low,3540.0,Monitor quarterly (no action needed),No company info (likely unemployed) = 0 (lowers risk); City development level = 0.884 (lowers risk); Training hours completed = 32 (INCREASES risk)
13926,0.92,3,7,6,4,33,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.3928135,Low,4392.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); Not enrolled in a university program = False (INCREASES risk); Company size = 6 (lowers risk)
27477,0.92,4,14,3,1,75,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.28958136,Low,2844.0,Monitor quarterly (no action needed),Training hours completed = 75 (INCREASES risk); Company size = 3 (lowers risk); City development level = 0.92 (lowers risk)
26286,0.92,3,2,3,1,124,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.09379805,Low,-93.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); Company size = 3 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
8464,0.579,3,2,0,1,62,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.8336787,High,11005.0,Personal outreach + mentorship (likely between jobs),City development level = 0.579 (INCREASES risk); Company size = 0 (INCREASES risk); Training hours completed = 62 (INCREASES risk)
14703,0.624,3,3,8,3,57,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.81768435,High,10765.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Company size = 8 (lowers risk); gender_Unknown = True (INCREASES risk)
3154,0.855,3,6,4,1,98,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.15593451,Low,839.0,Monitor quarterly (no action needed),City development level = 0.855 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); Training hours completed = 98 (lowers risk)
27250,0.855,3,7,0,3,52,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.5462742,Medium,6694.0,Invite to advanced training / career coaching,City development level = 0.855 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk); Company size = 0 (INCREASES risk)
4798,0.92,3,1,0,1,29,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8565394,High,11348.0,Personal outreach + mentorship (likely between jobs),No company info (likely unemployed) = 1 (INCREASES risk); Company size = 0 (INCREASES risk); Years of experience = 1 (INCREASES risk)
1871,0.624,4,3,3,1,79,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.823947,High,10859.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Company size = 3 (lowers risk); Years of experience = 3 (INCREASES risk)
30411,0.926,4,21,8,1,32,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.14988062,Low,748.0,Monitor quarterly (no action needed),City development level = 0.926 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); Employer: Pvt Ltd = True (lowers risk)
30636,0.624,3,1,3,1,72,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.8852784,High,11779.0,Career coaching session + project opportunities,City development level = 0.624 (INCREASES risk); Years of experience = 1 (INCREASES risk); No company info (likely unemployed) = 0 (lowers risk)
1901,0.624,3,4,3,1,40,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.8038923,High,10558.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Employer: Funded startup = True (lowers risk); Company size = 3 (lowers risk)
17959,0.878,4,9,0,1,50,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.45512226,Medium,5327.0,Invite to advanced training / career coaching,City development level = 0.878 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk); Education level = 4 (lowers risk)
20769,0.836,3,19,2,2,132,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.08735189,Low,-190.0,Monitor quarterly (no action needed),City development level = 0.836 (lowers risk); Training hours completed = 132 (lowers risk); Years of experience = 19 (lowers risk)
18240,0.92,3,21,3,1,130,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.11782677,Low,267.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); Training hours completed = 130 (lowers risk)
31424,0.92,2,10,0,1,82,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.744709,High,9671.0,Personal outreach + mentorship (likely between jobs),No company info (likely unemployed) = 1 (INCREASES risk); Education level = 2 (lowers risk); Company size = 0 (INCREASES risk)
24066,0.624,4,9,1,3,258,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.7748027,High,10122.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Company size = 1 (lowers risk); Training hours completed = 258 (lowers risk)
4550,0.855,3,8,0,1,130,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.39776558,Low,4466.0,Monitor quarterly (no action needed),City development level = 0.855 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk); Company size = 0 (INCREASES risk)
16731,0.92,0,3,0,0,52,1,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.036736954,Low,-949.0,Monitor quarterly (no action needed),Education level = 0 (lowers risk); City development level = 0.92 (lowers risk); Time since last job change = 0 (lowers risk)
19485,0.897,4,3,2,2,40,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.14454576,Low,668.0,Monitor quarterly (no action needed),City development level = 0.897 (lowers risk); Years of experience = 3 (INCREASES risk); Education level = 4 (lowers risk)
26027,0.939,5,21,6,2,27,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.23811814,Low,2072.0,Monitor quarterly (no action needed),City development level = 0.939 (lowers risk); Training hours completed = 27 (INCREASES risk); Years of experience = 21 (lowers risk)
11173,0.897,3,5,0,0,13,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.60696584,High,7604.0,Personal outreach + mentorship (likely between jobs),City development level = 0.897 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk); Education level = 3 (INCREASES risk)
22197,0.913,0,19,6,5,23,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.37218422,Low,4083.0,Monitor quarterly (no action needed),City development level = 0.913 (lowers risk); Company size = 6 (lowers risk); Years of experience = 19 (lowers risk)
27826,0.789,3,9,8,4,36,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.6621143,High,8432.0,Salary review / growth plan conversation,City development level = 0.789 (INCREASES risk); Time since last job change = 4 (INCREASES risk); Company size = 8 (lowers risk)
28796,0.926,4,21,0,2,36,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.5391363,Medium,6587.0,Invite to advanced training / career coaching,City development level = 0.926 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk); Years of experience = 21 (lowers risk)
25901,0.624,3,3,8,1,43,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.79152244,High,10373.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Company size = 8 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
23909,0.8959999999999999,3,12,3,5,7,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.096063554,Low,-59.0,Monitor quarterly (no action needed),City development level = 0.8959999999999999 (lowers risk); Company size = 3 (lowers risk); Years of experience = 12 (lowers risk)
28263,0.624,3,3,0,1,147,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.7587537,High,9881.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Training hours completed = 147 (lowers risk); Years of experience = 3 (INCREASES risk)
638,0.804,3,1,1,1,52,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.19769122,Low,1465.0,Monitor quarterly (no action needed),City development level = 0.804 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); major_discipline_Business Degree = True (lowers risk)
26521,0.682,3,7,3,1,73,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.16698189,Low,1005.0,Monitor quarterly (no action needed),Company size = 3 (lowers risk); City development level = 0.682 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
18674,0.926,4,21,0,1,47,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.21145494,Low,1672.0,Monitor quarterly (no action needed),City development level = 0.926 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk); Years of experience = 21 (lowers risk)
28749,0.92,3,3,4,1,82,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.11738936,Low,261.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); Company size = 4 (lowers risk)
7452,0.926,2,6,0,0,45,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.06751895,Low,-487.0,Monitor quarterly (no action needed),City development level = 0.926 (lowers risk); Education level = 2 (lowers risk); Time since last job change = 0 (lowers risk)
19,0.899,3,5,3,5,46,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.28019673,Low,2703.0,Monitor quarterly (no action needed),City development level = 0.899 (lowers risk); enrolled_university_Part time course = True (lowers risk); Company size = 3 (lowers risk)
9981,0.926,2,1,0,0,8,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.26737118,Low,2511.0,Monitor quarterly (no action needed),City development level = 0.926 (lowers risk); Education level = 2 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk)
26549,0.92,3,5,0,1,164,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.68295944,High,8744.0,Career coaching session + project opportunities,Company size = 0 (INCREASES risk); Training hours completed = 164 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
6543,0.899,3,21,6,5,28,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.07010152,Low,-448.0,Monitor quarterly (no action needed),City development level = 0.899 (lowers risk); Major: No major = True (lowers risk); Years of experience = 21 (lowers risk)
13681,0.926,3,21,2,5,21,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.12135947,Low,320.0,Monitor quarterly (no action needed),City development level = 0.926 (lowers risk); Years of experience = 21 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
23145,0.92,3,3,8,1,52,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.082011536,Low,-270.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); Training hours completed = 52 (lowers risk); Company size = 8 (lowers risk)
19902,0.91,3,2,0,1,148,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0.13189684,Low,478.0,Monitor quarterly (no action needed),City development level = 0.91 (lowers risk); Major: Humanities = True (lowers risk); Training hours completed = 148 (lowers risk)
29162,0.754,3,12,0,1,91,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.8452371,High,11179.0,Personal outreach + mentorship (likely between jobs),No company info (likely unemployed) = 1 (INCREASES risk); Company size = 0 (INCREASES risk); Education level = 3 (INCREASES risk)
18921,0.624,3,0,6,1,59,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.8666966,High,11500.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Years of experience = 0 (INCREASES risk); Company size = 6 (lowers risk)
12743,0.887,2,9,3,0,5,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.08555527,Low,-217.0,Monitor quarterly (no action needed),Education level = 2 (lowers risk); Company size = 3 (lowers risk); Training hours completed = 5 (lowers risk)
22719,0.884,3,13,4,1,100,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.21749985,Low,1762.0,Monitor quarterly (no action needed),City development level = 0.884 (lowers risk); Company size = 4 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
19219,0.91,3,5,3,1,70,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.13692006,Low,554.0,Monitor quarterly (no action needed),City development level = 0.91 (lowers risk); Company size = 3 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
17510,0.926,2,8,0,0,124,1,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.056475457,Low,-653.0,Monitor quarterly (no action needed),City development level = 0.926 (lowers risk); Time since last job change = 0 (lowers risk); Education level = 2 (lowers risk)
5700,0.895,3,12,2,1,12,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.07038844,Low,-444.0,Monitor quarterly (no action needed),City development level = 0.895 (lowers risk); Years of experience = 12 (lowers risk); enrolled_university_Part time course = True (lowers risk)
33173,0.91,3,17,4,2,26,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.19197074,Low,1380.0,Monitor quarterly (no action needed),City development level = 0.91 (lowers risk); Years of experience = 17 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
14472,0.624,3,19,0,1,46,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.8099223,High,10649.0,Personal outreach + mentorship (likely between jobs),City development level = 0.624 (INCREASES risk); No company info (likely unemployed) = 1 (INCREASES risk); Years of experience = 19 (lowers risk)
6730,0.899,2,8,3,1,34,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0.18672422,Low,1301.0,Monitor quarterly (no action needed),City development level = 0.899 (lowers risk); Employer: Public sector = True (INCREASES risk); Company size = 3 (lowers risk)
4779,0.804,3,17,0,1,73,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.26291662,Low,2444.0,Monitor quarterly (no action needed),City development level = 0.804 (lowers risk); Years of experience = 17 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk)
3066,0.624,3,7,0,3,302,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.4039218,Medium,4559.0,Invite to advanced training / career coaching,Training hours completed = 302 (lowers risk); Company size = 0 (lowers risk); City development level = 0.624 (INCREASES risk)
19709,0.926,4,10,2,5,21,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.35331988,Low,3800.0,Monitor quarterly (no action needed),City development level = 0.926 (lowers risk); Time since last job change = 5 (INCREASES risk); No company info (likely unemployed) = 0 (lowers risk)
15357,0.92,3,5,0,2,25,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.83428884,High,11014.0,Personal outreach + mentorship (likely between jobs),No company info (likely unemployed) = 1 (INCREASES risk); Company size = 0 (INCREASES risk); Education level = 3 (INCREASES risk)
27904,0.92,3,11,4,5,126,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.3524531,Low,3787.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); Years of experience = 11 (INCREASES risk)
30285,0.92,3,3,0,1,28,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8125625,High,10688.0,Personal outreach + mentorship (likely between jobs),No company info (likely unemployed) = 1 (INCREASES risk); Company size = 0 (INCREASES risk); Years of experience = 3 (INCREASES risk)
29960,0.624,3,8,4,0,48,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.8324426,High,10987.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Company size = 4 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
10775,0.926,3,10,0,3,9,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.60181844,High,7527.0,Personal outreach + mentorship (likely between jobs),City development level = 0.926 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk); Education level = 3 (INCREASES risk)
17029,0.92,3,2,3,2,53,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.045144975,Low,-823.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); Company size = 3 (lowers risk); Employer: Funded startup = True (lowers risk)
17986,0.91,3,6,7,1,86,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.14025322,Low,604.0,Monitor quarterly (no action needed),City development level = 0.91 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); Training hours completed = 86 (lowers risk)
27255,0.926,3,5,0,0,23,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.23913927,Low,2087.0,Monitor quarterly (no action needed),City development level = 0.926 (lowers risk); Time since last job change = 0 (lowers risk); Company size = 0 (INCREASES risk)
29793,0.92,3,18,4,1,48,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.14195402,Low,629.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); Company size = 4 (lowers risk)
9944,0.92,3,16,3,3,28,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.28165033,Low,2725.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); Company size = 3 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
27488,0.775,3,3,0,0,164,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.5430721,Medium,6646.0,Invite to advanced training / career coaching,Training hours completed = 164 (lowers risk); Years of experience = 3 (INCREASES risk); Company size = 0 (INCREASES risk)
23080,0.92,3,21,0,1,46,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.14581318,Low,687.0,Monitor quarterly (no action needed),No company info (likely unemployed) = 0 (lowers risk); Years of experience = 21 (lowers risk); Employer: Pvt Ltd = True (lowers risk)
16789,0.939,4,12,8,3,106,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.22321004,Low,1848.0,Monitor quarterly (no action needed),City development level = 0.939 (lowers risk); Time since last job change = 3 (INCREASES risk); Training hours completed = 106 (lowers risk)
7558,0.92,1,5,0,0,180,1,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.07145507,Low,-428.0,Monitor quarterly (no action needed),Education level = 1 (lowers risk); City development level = 0.92 (lowers risk); Time since last job change = 0 (lowers risk)
11194,0.92,3,8,4,2,314,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0064115413,Low,-1404.0,Monitor quarterly (no action needed),Training hours completed = 314 (lowers risk); City development level = 0.92 (lowers risk); Years of experience = 8 (lowers risk)
17929,0.895,4,15,5,1,41,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.067909054,Low,-481.0,Monitor quarterly (no action needed),City development level = 0.895 (lowers risk); Company size = 5 (lowers risk); Education level = 4 (lowers risk)
11981,0.579,4,5,3,1,79,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.7356508,High,9535.0,Salary review / growth plan conversation,City development level = 0.579 (INCREASES risk); Company size = 3 (lowers risk); relevent_experience_No relevent experience = False (lowers risk)
23343,0.624,3,0,0,1,18,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.91045064,High,12157.0,Personal outreach + mentorship (likely between jobs),City development level = 0.624 (INCREASES risk); Years of experience = 0 (INCREASES risk); No company info (likely unemployed) = 1 (INCREASES risk)
25437,0.91,3,16,6,1,46,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.088602744,Low,-171.0,Monitor quarterly (no action needed),City development level = 0.91 (lowers risk); Years of experience = 16 (lowers risk); Company size = 6 (lowers risk)
11427,0.92,3,5,0,1,119,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.9377396,High,12566.0,Personal outreach + mentorship (likely between jobs),No company info (likely unemployed) = 1 (INCREASES risk); Company size = 0 (INCREASES risk); Training hours completed = 119 (INCREASES risk)
29101,0.92,3,8,6,2,50,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.25420573,Low,2313.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); Company size = 6 (lowers risk); Training hours completed = 50 (INCREASES risk)
7285,0.865,4,12,2,2,36,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.16001457,Low,900.0,Monitor quarterly (no action needed),City development level = 0.865 (lowers risk); Time since last job change = 2 (INCREASES risk); Education level = 4 (lowers risk)
12991,0.754,4,14,0,1,3,1,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.9329927,High,12495.0,Personal outreach + mentorship (likely between jobs),No company info (likely unemployed) = 1 (INCREASES risk); Company size = 0 (INCREASES risk); Not enrolled in a university program = False (INCREASES risk)
26844,0.91,3,20,3,1,103,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.22250673,Low,1838.0,Monitor quarterly (no action needed),City development level = 0.91 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); Years of experience = 20 (INCREASES risk)
7832,0.743,4,2,4,1,4,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.14969198,Low,745.0,Monitor quarterly (no action needed),City development level = 0.743 (lowers risk); Training hours completed = 4 (lowers risk); Company size = 4 (lowers risk)
5900,0.624,3,9,3,5,80,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.74377906,High,9657.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Company size = 3 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
14708,0.624,3,3,5,1,81,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.79034084,High,10355.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Company size = 5 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
31928,0.91,4,8,4,1,10,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.09249752,Low,-113.0,Monitor quarterly (no action needed),City development level = 0.91 (lowers risk); Time since last job change = 1 (lowers risk); Company size = 4 (lowers risk)
31573,0.893,3,21,0,2,19,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.4253185,Medium,4880.0,Invite to advanced training / career coaching,City development level = 0.893 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk); Years of experience = 21 (lowers risk)
5210,0.91,3,11,4,1,12,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.21399345,Low,1710.0,Monitor quarterly (no action needed),City development level = 0.91 (lowers risk); relevent_experience_No relevent experience = True (INCREASES risk); No company info (likely unemployed) = 0 (lowers risk)
23550,0.913,4,21,4,3,10,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.30694607,Low,3104.0,Monitor quarterly (no action needed),City development level = 0.913 (lowers risk); Training hours completed = 10 (INCREASES risk); Time since last job change = 3 (INCREASES risk)
15655,0.897,0,4,0,1,222,1,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.021972317,Low,-1170.0,Monitor quarterly (no action needed),City development level = 0.897 (lowers risk); Training hours completed = 222 (lowers risk); Education level = 0 (lowers risk)
7919,0.923,3,6,1,1,260,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.051728066,Low,-724.0,Monitor quarterly (no action needed),City development level = 0.923 (lowers risk); Training hours completed = 260 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
31407,0.92,3,21,8,1,141,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.21300223,Low,1695.0,Monitor quarterly (no action needed),City development level = 0.92 (lowers risk); Company size = 8 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
20123,0.754,4,4,0,1,33,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.54031247,Medium,6605.0,Invite to advanced training / career coaching,Company size = 0 (INCREASES risk); Training hours completed = 33 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk)
17354,0.926,2,9,5,4,50,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.2951239,Low,2927.0,Monitor quarterly (no action needed),City development level = 0.926 (lowers risk); Education level = 2 (lowers risk); Training hours completed = 50 (INCREASES risk)
29713,0.887,4,21,0,3,31,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.65730697,High,8360.0,Personal outreach + mentorship (likely between jobs),No company info (likely unemployed) = 1 (INCREASES risk); City development level = 0.887 (lowers risk); Training hours completed = 31 (INCREASES risk)
29379,0.8270000000000001,3,21,3,5,152,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.14727339,Low,709.0,Monitor quarterly (no action needed),City development level = 0.8270000000000001 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); Years of experience = 21 (lowers risk)
3795,0.878,3,9,0,1,26,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.5365699,Medium,6549.0,Invite to advanced training / career coaching,City development level = 0.878 (lowers risk); No company info (likely unemployed) = 1 (INCREASES risk); Company size = 0 (INCREASES risk)
5042,0.92,3,21,4,1,92,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.10386738,Low,58.0,Monitor quarterly (no action needed),Training hours completed = 92 (lowers risk); No company info (likely unemployed) = 0 (lowers risk); City development level = 0.92 (lowers risk)
21419,0.624,4,7,3,1,56,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.8015775,High,10524.0,Salary review / growth plan conversation,City development level = 0.624 (INCREASES risk); Company size = 3 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
730,0.92,2,5,4,1,140,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,0.0893212,Low,-160.0,Monitor quarterly (no action needed),Education level = 2 (lowers risk); Company size = 4 (lowers risk); City development level = 0.92 (lowers risk)
20528,0.897,4,5,8,1,134,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.17730218,Low,1160.0,Monitor quarterly (no action needed),City development level = 0.897 (lowers risk); Training hours completed = 134 (INCREASES risk); Education level = 4 (lowers risk)
12499,0.884,3,15,5,5,70,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.1072363,Low,109.0,Monitor quarterly (no action needed),City development level = 0.884 (lowers risk); Company size = 5 (lowers risk); Training hours completed = 70 (lowers risk)
3257,0.91,4,21,4,1,88,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.16627817,Low,994.0,Monitor quarterly (no action needed),City development level = 0.91 (lowers risk); Company size = 4 (lowers risk); No company info (likely unemployed) = 0 (lowers risk)
